ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt0275198,Apoorva Sangamam,1990,-,-,-,-,malayalam
tt1630249,Neti Siddhartha,1990,-,6.9,15,"Action, Crime, Drama            ",telugu
tt13400548,Neeharam,2020,-,-,-,"Short, Musical            ",malayalam
tt2339459,Gabhroo Punjab Da,1986,144 min,-,-,Action            ,punjabi
tt0151265,Kuhak,1960,-,6.9,16,Drama            ,bengali
tt13216536,Saheber Cutlet,2020,110 min,6.9,42,Drama            ,bengali
tt6968464,Ekai Eksho,2006,152 min,-,-,"Action, Romance            ",bengali
tt1102159,Abraham and Lincoln,2007,137 min,2.8,40,Action            ,malayalam
tt1496729,Aaranya Kaandam,2010,126 min,8.6,"3,936","Action, Crime, Thriller            ",tamil
tt0231233,Barnali,1963,120 min,7.5,24,Drama            ,bengali
tt11742184,Sthalpuran,2020,85 min,6.1,14,Family            ,hindi
tt3681408,Miya Bibi Aur Woh?,1997,-,-,-,Thriller            ,hindi
tt1745863,Urumi,2011,150 min,7.0,"1,804","Action, Drama            ",malayalam
tt11165318,Girmit,2019,-,7.7,54,"Action, Comedy, Drama            ",kannada
tt0276159,Ghar Ki Rani,1940,161 min,-,-,-,hindi
tt11664616,Aani Maani,2019,94 min,6.6,15,Drama            ,hindi
tt9372634,Gujaratan,1967,-,-,-,Drama            ,gujarati
tt13439740,Thangapaambu,2010,-,-,-,Drama            ,tamil
tt6974882,Rani,2018,14 min,8.3,18,"Short, Drama            ",oriya
tt0312541,Chakradhari,1977,153 min,-,-,"Drama, Musical            ",telugu
tt0237453,Mehbooba,1953,-,-,-,-,urdu
tt0255074,Crime File,1999,-,6.4,269,"Crime, Mystery, Thriller            ",malayalam
tt5568866,Shaadi Abhi Baaki Hai,2017,127 min,5.2,11,Drama            ,hindi
tt12546870,8119 Miles,2020,115 min,7.2,19,"Adventure, Drama, Mystery            ",hindi
tt5867704,Jhoot Wala Love,2016 TV Movie,90 min,7.3,24,"Comedy, Crime, Romance            ",urdu
tt7058768,Amar Bou,2004,-,-,-,Drama            ,bengali
tt5652742,Aika Dajiba,2010,-,-,-,Comedy            ,marathi
tt0355209,Arabia,1995,-,4.4,8,-,malayalam
tt0366935,Raahee,1987,-,5.5,15,"Action, Crime, Drama            ",hindi
tt2272358,Khazanchi,1971,-,-,-,-,punjabi
tt1543205,Bhemaa,1984,-,-,-,"Action, Crime, Drama            ",hindi
tt4516878,Nyayakkagi Saval,1994,139 min,-,-,Action            ,kannada
tt0250441,Jadu Ka Shankh,1974,-,7.6,9,"Adventure, Family, Fantasy            ",hindi
tt9537936,Tank Cleaner,2021,155 min,8.7,20,Thriller            ,hindi
tt8677400,Nai Nabhannu La 4,2016,120 min,5.9,7,Romance            ,nepali
tt0269754,Raakhna Ramakada,1983,-,-,-,-,gujarati
tt11317508,Meri Jung Mera Faisla,2019,162 min,-,-,Drama            ,bhojpuri
tt2530444,Rakhi,1949,-,-,-,-,hindi
tt0154408,Dhruva Charitra,1933,-,-,-,Drama            ,bengali
tt0178206,Aashiana,1974,-,-,-,"Crime, Drama, Romance            ",hindi
tt13304252,Gaflat - The Ignorance,2013 TV Movie,-,-,-,Documentary            ,urdu
tt1884254,Birami Sahar (Sick City),2011,75 min,8.0,63,Drama            ,nepali
tt0151725,Nav Diganta,1962,-,-,-,Drama            ,bengali
tt1418251,Samayada Gombe,1984,-,8.5,38,-,kannada
tt13715886,Probashi,2021,85 min,-,-,Thriller            ,bengali
tt0254219,Chilamboli,1963,-,-,-,-,malayalam
tt5904458,Chakwa,2004,125 min,7.0,56,Mystery            ,marathi
tt0262770,Sivamettina Satyam,1982,144 min,-,-,-,telugu
tt14176904,Jagath Kiladi,1998,130 min,-,-,"Action, Comedy            ",kannada
tt0247009,Urvashi Bharathi,1973,-,-,-,-,malayalam
tt7690880,Khaniker Atithi,1959,106 min,8.4,5,Drama            ,bengali
tt0266736,Maa Khodal Taro Khamkaro,1989,-,-,-,-,gujarati
-,Dear Megha,2021,-,-,-,Drama            ,telugu
tt9371896,Chhade Malang,1981,-,-,-,Romance            ,punjabi
tt0319359,Engitte Modhathe,1990,139 min,6.4,9,-,tamil
tt9008512,Benki Birugali,2013,-,-,-,Action            ,kannada
tt5290512,Tere Baghair,2015– ,-,7.0,5,Drama            ,urdu
tt0139065,Bheegi Raat,1965,157 min,6.2,40,"Comedy, Drama, Romance            ",hindi
tt13701830,Bala Jo Jo Re,1993,-,-,-,Family            ,marathi
tt1776363,Yakshiyum Njanum,2010,146 min,3.4,83,"Drama, Horror            ",malayalam
tt5700398,Siya Ke Ram,2015–2016,24 min,7.5,501,History            ,malayalam
-,Kaligaala,2021,-,-,-,Drama            ,kannada
tt4315542,Thunichal,2010,115 min,3.2,9,Action            ,tamil
tt8289002,Jai Bhole,2018,138 min,5.8,24,Comedy            ,nepali
tt0258809,Mizhigal,1991,-,-,-,-,malayalam
tt0250104,Vivaha Bhojanambu,1988,138 min,7.7,97,Comedy            ,telugu
tt5735210,Byomkesh Bakshi,2015,110 min,7.2,444,"Mystery, Thriller            ",bengali
tt1630590,Kya Yahi Sach Hai,2011,142 min,6.1,22,"Crime, Drama, Thriller            ",hindi
tt7721800,Bharat,2019,150 min,5.0,"18,412","Action, Comedy, Drama            ",hindi
tt0462041,Sultaan,2000,120 min,5.7,53,"Action, Drama            ",hindi
tt0262913,Yaadgaar,1984,-,6.4,41,"Action, Comedy, Drama            ",hindi
tt6978954,Pal Pal Dil Ke Paas,2019,154 min,4.6,"1,010","Action, Drama, Romance            ",hindi
tt12827352,Ee Rathri Ki Evaru,2020,116 min,6.0,7,"Romance, Thriller            ",telugu
tt0055949,Ek Musafir Ek Hasina,1962,-,6.6,48,"Action, Comedy, Mystery            ",hindi
tt5920444,Payal,1968,-,-,-,"Drama, Romance            ",urdu
tt13275650,Prana Koduve Gelathi,2015,142 min,-,-,Drama            ,kannada
tt5336778,Oshikkhito,1978,127 min,8.4,17,Drama            ,bengali
tt11397948,Zombiesthaan,2019,94 min,7.5,21,Action            ,bengali
tt6396106,30 Minutes,2016,-,4.7,25,Thriller            ,hindi
tt14365096,Nokar,1999,-,-,-,-,urdu
tt7245460,Deception,IV 2018,2 min,-,-,"Short, Drama            ",urdu
tt0246661,Grahasthi,1984,-,5.6,13,Drama            ,hindi
tt14142914,Salt,I 2021,130 min,-,-,Drama            ,kannada
tt4721084,Haria,1958,-,-,-,Drama            ,hindi
tt3375902,Maikhana,1967,-,-,-,Thriller            ,hindi
-,Wapsi the Return,,-,-,-,Family            ,hindi
tt2411908,Akam,2012,97 min,6.1,159,Thriller            ,malayalam
tt3565264,Thegidi,2014,126 min,7.7,"2,441","Crime, Mystery, Thriller            ",tamil
tt0107321,King Uncle,1993,171 min,5.1,"2,712","Comedy, Drama, Family            ",hindi
tt3547304,Pyasi Apsara,1991,106 min,-,-,Thriller            ,hindi
tt6103292,Lock,2016,92 min,6.1,139,Thriller            ,punjabi
tt2198161,Seethamma Vakitlo Sirimalle Chettu,2013,159 min,7.5,"5,391","Comedy, Drama            ",telugu
tt8677038,The Karma,2018,-,-,-,Action            ,nepali
tt0272827,Savangadi,1938,-,-,-,-,marathi
tt4432912,Song of Lahore,2015,82 min,7.3,172,"Documentary, Music            ",urdu
tt0081491,Shaan,1980,181 min,7.1,"2,558","Action, Adventure, Crime            ",hindi
tt5439764,Teen Bayka Fajiti Aika,2012,-,5.0,13,Comedy            ,marathi
tt0357459,Badla,1974,112 min,6.2,13,Thriller            ,hindi
tt0779731,Eenadu,1982,-,6.9,15,Crime            ,telugu
tt3257794,Music Teacher,2019,101 min,6.3,570,"Drama, Romance            ",hindi
tt0396456,Aparichithan,2004,116 min,5.1,238,"Adventure, Horror, Mystery            ",malayalam
tt1018698,Classmates,2007,156 min,6.1,60,"Drama, Mystery, Romance            ",telugu
tt8822102,Ma Timi Bina Marihalchu,2008,-,-,-,Drama            ,nepali
tt4154962,Gambled Daughter,2007 TV Movie,48 min,-,-,Drama            ,urdu
tt0215308,Varusham Padhinaaru,1989,152 min,7.2,86,"Drama, Romance            ",tamil
tt12455470,Sri Mouneshwara Mahathme,2019,130 min,-,-,Drama            ,kannada
tt0352755,Raakuyil,1987,-,-,-,-,malayalam
tt12049696,Lakhmipur ke Lukkhe,2019,115 min,-,-,Drama            ,hindi
tt0237475,Munda Bigra Jaye,1995,-,3.9,37,"Action, Comedy, Romance            ",urdu
-,Puchki Das,,-,-,-,"Drama, Fantasy, Romance            ",hindi
tt11580894,Paandiya Vamsam,2020,-,-,-,Drama            ,tamil
tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,2010,145 min,6.8,355,"Crime, Drama            ",hindi
tt2216242,Mayilu,2012,-,-,-,Family            ,tamil
tt13844126,Power Play,2021,135 min,5.8,826,Thriller            ,telugu
tt0317356,Dhrohi,1982,-,-,-,-,malayalam
-,2 GB Ki Life,,-,-,-,Drama            ,hindi
tt0061046,Suraj,1966,155 min,6.7,123,"Romance, Musical, Action            ",hindi
tt13979272,Nanu Nanna Hendtheeru,1999,166 min,-,-,Drama            ,kannada
tt0059348,Kapurush,1965,70 min,7.7,"1,456","Drama, Romance            ",bengali
tt1784576,Parayan Marannathu...,2009,106 min,6.5,19,Drama            ,malayalam
tt0135161,Bhai,1997,147 min,5.1,348,"Action, Drama            ",hindi
tt0252316,Chhatrapati Shivaji,1952,170 min,8.2,38,"Drama, History            ",hindi
tt0139457,Mem Sahib,1956,113 min,7.2,36,"Comedy, Drama, Romance            ",hindi
tt12788692,Aaina,2019,60 min,-,-,Horror            ,hindi
tt0360399,Babu,1985,148 min,7.1,61,"Drama, Family            ",hindi
tt3524336,Pulivaal,2014,140 min,4.3,62,"Comedy, Thriller            ",tamil
tt2332682,Nannavaru,1986,145 min,-,-,Drama            ,kannada
tt0115541,Angaara,1996,127 min,4.5,27,"Action, Crime            ",hindi
tt13359976,Eid Aur Deed,2009 TV Movie,-,-,-,Drama            ,urdu
tt12962578,Grahanam,2021,141 min,-,-,Thriller            ,malayalam
tt0257445,Bhikara Nimishankal,1970,140 min,-,-,-,malayalam
-,Nihaal: A Story of a Warrior,,109 min,-,-,Thriller            ,hindi
tt13728988,Miracles of Mondu,2019,-,-,-,Fantasy            ,malayalam
tt0309290,Anubhava,1984,135 min,7.4,45,Comedy            ,kannada
tt1003290,Savarkhed: Ek Gaav,2004,95 min,7.2,197,"Crime, Drama, Thriller            ",marathi
tt0212124,Dupatta Jal Raha Hai,1998,-,6.4,13,Drama            ,oriya
tt0139416,Lal Haveli,1944,-,6.6,14,"Drama, Romance            ",hindi
tt8238256,Marla Puli,2018,127 min,-,-,Drama            ,telugu
tt7687134,Moomal Rano,2017,81 min,6.6,14,"Drama, Music, Romance            ",urdu
tt4226200,Hide N' Seek,2012,-,-,-,-,malayalam
tt8551784,Kathor,II 2018,-,-,-,Drama            ,hindi
tt3429794,Muqabla,1970,-,-,-,Action            ,hindi
tt1831825,Wanted,I 2011,160 min,4.0,108,"Action, Drama            ",telugu
tt2347798,Rowd,2012,145 min,6.2,12,Romance            ,assamese
tt8435334,Seyal,2018,130 min,-,-,Family            ,tamil
tt1286728,Gul-E-Bakavali,1955,165 min,7.4,16,"Adventure, Drama, Fantasy            ",tamil
-,Rechchi Podham Brother,,-,-,-,"Action, Drama            ",telugu
-,Broken Wings,III,125 min,-,-,Drama            ,hindi
tt0318298,Andar Daaham,1977,-,-,-,-,malayalam
tt10087304,He - The Only One,2010,-,-,-,Action            ,hindi
tt1754236,Mushkilon ke bavjood,2009,-,-,-,Drama            ,hindi
tt0176272,Upaasna,1971,-,6.7,28,"Drama, Romance            ",hindi
tt8800912,Beti,2018,101 min,-,-,Drama            ,kannada
tt4538296,Lux Style Awards,2006 TV Special,90 min,-,-,Music            ,urdu
-,Dark Life,II,-,-,-,Drama            ,hindi
tt8954990,Mushkil,2019,130 min,4.8,346,Horror            ,hindi
tt7860344,Maatho Pettukoku,1995,147 min,8.0,7,"Action, Drama, Romance            ",telugu
tt11238062,Nirahua Hindustani 2,2017,166 min,6.0,8,Drama            ,bhojpuri
tt0358062,Raja Harishchandrra,1979,-,9.6,5,"Biography, History            ",hindi
tt0043026,Tathapi,1950,122 min,7.6,9,Drama            ,bengali
tt0395453,Anubhav,1986,-,6.3,175,"Comedy, Drama, Romance            ",hindi
tt0213618,Diwali Ki Raat,1956,-,-,-,-,hindi
-,Middle Class,,-,-,-,Drama            ,tamil
tt0268625,Seemanthini,1978,-,-,-,-,malayalam
tt0215186,Shesh Nibedan,1948,-,-,-,-,bengali
tt0254474,Kanmanikal,1966,-,-,-,-,malayalam
tt0446158,Mera Damad,1995,127 min,4.4,790,"Comedy, Drama            ",hindi
-,Black Cab,,-,-,-,Thriller            ,hindi
tt6102946,Garmil,1976,-,-,-,Drama            ,bengali
tt8836772,Sri devi mookambika,1993,138 min,-,-,Drama            ,telugu
tt2828240,Zindagi Gulzar Hai,2012–2013,42 min,8.9,"3,112",Romance            ,urdu
tt5256560,Bhoj Bagdawat Bharat,2016,144 min,7.0,6,Fantasy            ,rajastani
tt13283080,Madam Helida Kathe,2015,-,-,-,Drama            ,kannada
tt1821560,Oru Oodhappu Kan Simittugiradhu,1976,117 min,7.2,26,Romance            ,telugu
tt0109424,Chungking Express,1994,102 min,8.1,"66,057","Comedy, Crime, Drama            ",punjabi
-,Fantasy,,-,-,-,"Drama, Horror, Mystery            ",kannada
tt0405956,Hameeda,I 1956,-,-,-,-,urdu
tt0260793,Chandrahasa,I 1965,153 min,8.1,11,"Drama, Musical            ",telugu
tt12375868,Software Blues,2020,-,-,-,Comedy            ,telugu
tt2387820,Pinky Moge Wali,2012,139 min,3.7,117,Comedy            ,punjabi
tt10197858,Annayya,1993,147 min,7.6,17,-,kannada
tt1707245,Moh Panjab Da,2007,91 min,-,-,Drama            ,punjabi
tt14176520,Nayika Nayakan,2018,45 min,-,-,Reality-TV            ,malayalam
tt0252550,Intezaar Ke Baad,1947,-,-,-,-,hindi
tt0376338,Woh Kaun,1935,-,-,-,-,hindi
tt0466398,Ssukh,2005,-,5.1,58,"Comedy, Family, Romance            ",hindi
tt0359706,Mohappakshi,2002,89 min,-,-,Romance            ,malayalam
tt6059312, Coke Studio,2008– ,-,-,-,Music            ,urdu
tt0050094,Abhimaan,1957,-,7.1,10,"Drama, Family, Romance            ",hindi
tt2014263,Kavya's Diary,2009,120 min,4.6,16,Thriller            ,telugu
tt0247917,Akkada Ammayi Ikkada Abbayi,1996,159 min,5.2,625,"Action, Romance            ",telugu
tt5914478,Aquatic,2016,14 min,-,-,"Documentary, Short            ",urdu
tt2937746,Maila Aanchal,1981,-,-,-,Romance            ,hindi
tt7876250,Mahakabi Krittibas,1981,127 min,-,-,Drama            ,bengali
tt0779768,Teesri Aankh: The Hidden Camera,2006,111 min,2.6,294,"Action, Crime, Thriller            ",hindi
tt2751046,Chhupa Chhuppi,1981,-,-,-,Comedy            ,hindi
tt0361813,Kulala Kurukshetram,1987,-,-,-,-,telugu
tt13176028,Kireeta,2017,159 min,-,-,Drama            ,kannada
tt1408949,Mana Mechhida Madadi,1962,157 min,7.7,11,-,kannada
tt0260509,Viduthalai,1954,170 min,-,-,-,tamil
tt0334440,Superman,1997,150 min,6.7,313,"Comedy, Thriller            ",malayalam
tt0366739,Mahaveera,1988,-,5.0,26,Action            ,hindi
tt2380698,The Filmstaar,2011,142 min,3.4,42,Drama            ,malayalam
tt0154844,Maqsad,1984,166 min,5.9,80,"Action, Crime            ",hindi
tt4515242,The Reporter,2015,-,3.8,17,"Crime, Drama            ",malayalam
tt11692062,Naam Moovar,1966,-,-,-,Comedy            ,tamil
tt0260691,Amarshilpi Jakanachari,1963,161 min,7.1,7,-,kannada
tt3951826,Technology,2018,73 min,-,-,Fantasy            ,kannada
tt11427142,Arkavath,2018,120 min,-,-,Horror            ,kannada
tt14245610,Raju Rang Baz,1980,-,-,-,-,punjabi
tt0230397,Kanya Vikraya,1934,-,-,-,-,hindi
tt1736647,Sakthi,2011,161 min,3.5,993,"Action, Fantasy            ",telugu
tt0281040,Pasupathastram,1939,-,7.4,9,"Musical, Action, Drama            ",telugu
tt8374342,Duniya,2006,-,-,-,Drama            ,nepali
tt0251068,Ek Phool Teen Kante,1997,-,6.2,15,Comedy            ,hindi
tt2728794,Meri Izzat Bachao,1984,-,-,-,Drama            ,hindi
tt1865417,Jorr Jatt Daa,1991,162 min,5.6,9,Action            ,punjabi
tt0319631,Kaiveesu Amma Kaiveesu,1989,-,-,-,-,tamil
tt0178174,Aakhri Daao,1975,-,5.5,29,"Action, Crime, Drama            ",hindi
tt0320157,Ni Enikaimathram,2001,-,-,-,-,malayalam
-,Gandhi vs Aazaad,,-,-,-,History            ,hindi
tt0877710,Shrishaila Mahatme,1961,-,8.0,10,-,kannada
tt8870878,Visha Kanya,1985,125 min,-,-,Drama            ,telugu
tt0090645,Anjaam,1987,136 min,5.3,12,Thriller            ,hindi
tt0378002,Grihadaha,1967,-,7.9,44,Drama            ,bengali
tt0256135,Kubra Ashiq,1973,-,3.0,25,"Drama, Musical            ",urdu
tt0186857,Banjaran,1991,145 min,5.6,96,"Drama, Romance            ",hindi
tt1479380,Supermen of Malegaon,2008,66 min,8.0,641,Documentary            ,urdu
tt5589828,Blind Love,2016,-,6.3,36,"Action, Crime, Romance            ",urdu
tt5326616,Aa Jao Please,2016,120 min,6.8,16,Drama            ,hindi
tt4593820,Shahazada,1995,-,-,-,Action            ,hindi
tt1727535,Rakhta Charitra 2,2010,135 min,6.4,"2,540","Action, Biography, Crime            ",telugu
tt0473367,Jaane Tu,2008,155 min,7.5,"25,608","Comedy, Drama, Romance            ",hindi
tt7781424,Looose Control,2018,-,8.0,34,Comedy            ,marathi
tt8269180,Rampachodavaram,2018,-,-,-,History            ,telugu
tt0281112,Ram Lakshman,1981,136 min,6.9,52,Drama            ,tamil
tt14318644,Dushman,2007,-,-,-,Drama            ,kannada
tt0332559,Abaidha,2002,114 min,7.2,23,Drama            ,bengali
tt0263022,Aatma Balam,1964,-,6.3,15,"Drama, Romance, Thriller            ",telugu
tt1399107,Trishna,2009,130 min,4.9,21,Drama            ,bengali
tt0902985,On the Other Side,2006,100 min,7.0,12,Romance            ,telugu
tt0352486,Karate Girls,1988,-,-,-,-,malayalam
tt1783372,Shudharil Shudhan,2009,142 min,4.0,9,Drama            ,malayalam
tt9077414,Bharla Malwat Rakhtaana,2014,-,-,-,Thriller            ,marathi
tt12948152,Kuraute,2019,-,-,-,"Short, Comedy            ",nepali
tt3159708,Welcome Back,2015,152 min,4.2,"5,583","Action, Comedy, Crime            ",hindi
tt2609704,Woh Mili Thi,1988,-,-,-,Thriller            ,hindi
tt10157670,Subramaniya Swamy,1994,-,-,-,Comedy            ,tamil
tt1441956,West Is West,2010,103 min,6.4,"3,011","Comedy, Drama            ",punjabi
tt0212870,Chunaria,1948,-,-,-,Drama            ,hindi
tt0092924,Drachenfutter,1987,75 min,7.1,76,Drama            ,urdu
tt14404798,Shoharat,1996,-,-,-,Drama            ,marathi
tt10634592,Tum Jiyo Hazaroo Saal Concert Lata Mangeshkar,2003,-,-,-,Musical            ,hindi
tt0249904,Rambantu,1996,-,7.3,59,"Family, Musical            ",telugu
tt2569392,Deewana Aashiq,1992,-,-,-,Action            ,hindi
tt11951950,Ik Pardaisi Ik Mutiyar,1964,-,-,-,Drama            ,punjabi
tt1285123,Kalidasu,I 2008,-,3.7,70,"Action, Drama, Romance            ",telugu
tt3456970,Malaikottai,2007,144 min,5.6,72,Action            ,tamil
tt1068660,Pyar Pyar,1993,-,5.1,7,"Action, Drama, Romance            ",hindi
tt11423124, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt0391516,Valathottu Thirinjal Nalamathe Veedu,2003,-,2.6,33,"Action, Comedy            ",malayalam
tt6764780,Dhayam,2017,145 min,4.5,68,Thriller            ,tamil
tt5659154,Anyarku Praveshanamilla,2016,135 min,2.1,9,Comedy            ,malayalam
tt3538534,Jaggi,2014,-,-,-,Family            ,kannada
tt2953722,Jinki Re Jinki,2007,115 min,-,-,-,marathi
tt0247654,Rangeela,1970,147 min,7.5,19,"Comedy, Musical            ",urdu
tt0322197,Etho Mogam,1984,-,-,-,-,tamil
tt1590147,Radha Rani,1987,-,-,-,Romance            ,bengali
tt0246700,Intaqam,1933,-,-,-,-,hindi
tt0855881,Mohini,1940,-,-,-,-,hindi
tt0352529,Loose Loose Arappiri Loose,1988,-,5.6,8,Comedy            ,malayalam
tt13188892,Vetri Vinayagar,1996,-,-,-,-,tamil
tt0258486,Chandra Hota Sakshila,1978,-,-,-,-,marathi
tt14311480,Changeza,1989,-,-,-,-,punjabi
tt1305019,Dostana,1982,-,2.0,20,Comedy            ,punjabi
tt8218856,Break Up Party,2017,-,-,-,"Short, Drama            ",malayalam
tt1680306,Best Actor,2010,155 min,7.0,"1,502","Comedy, Drama            ",malayalam
tt3207378,DK Bose,2013,110 min,7.6,18,Drama            ,telugu
tt0255469,Pavappettaval,1967,-,-,-,-,malayalam
tt1445696,Neethiyin Nizhal,1985,150 min,-,-,-,tamil
tt0248279,Padarachya Savleet,1977,-,-,-,-,marathi
tt0186799,Dharm Adhikari,1986,159 min,5.9,92,"Action, Comedy, Drama            ",hindi
tt11149282,Bidhana Nach Nachabe,2018,154 min,-,-,Drama            ,bhojpuri
tt7035354,Poran Priyo,2010,93 min,-,-,"Drama, Romance            ",bengali
-,After the Last Lecture,,-,-,-,Romance            ,hindi
-,Nokkhotrer Raat,,-,-,-,Drama            ,bengali
tt4907252,The International Problem,2012,120 min,-,-,"Crime, Drama            ",hindi
tt1424877,Through Her Eyes,2007,20 min,-,-,"Short, Drama, Musical            ",urdu
tt11953032,Beautiful Billo,2020,-,-,-,Comedy            ,punjabi
tt0332722,Oru Varsham Oru Maasam,1980,-,-,-,-,malayalam
tt8868160,Lipstick,IV 2014,30 min,7.9,9,"Short, Romance            ",malayalam
tt14282664,Ee Preethi Yeke Bhoomi Melide,2007,162 min,-,-,Drama            ,kannada
tt10322430,Kamiyabi Ke Raste,2019– ,-,-,-,Talk-Show            ,urdu
tt10006156,Krishnam,2019,128 min,-,-,Drama            ,tamil
tt1332097,Amma Nagamma,2001,110 min,6.3,6,"Drama, Fantasy, Thriller            ",kannada
tt13724530,Punda,2010,-,-,-,Drama            ,kannada
-,Phalana Abbayi Phalana Ammayi,,-,-,-,Family            ,telugu
tt9463458,Ramadan Labourer,2019 Video,13 min,-,-,"Documentary, Short            ",urdu
tt9536822,Vinai Ariyar,2018,-,-,-,Drama            ,tamil
-,Kusunda,2021,23 min,-,-,"Documentary, Short            ",nepali
tt1415207,Kaler Rakhal,2009,120 min,6.8,33,Drama            ,bengali
tt0375889,Kangalal Kaidhu Sei,2004,144 min,5.4,92,Drama            ,tamil
tt2066007,Madhumati,2011,-,6.3,9,"Drama, Romance            ",bengali
tt14253804,Darode,2008,-,-,-,Drama            ,kannada
tt0369899,Sati Tulasi,1959,-,-,-,-,telugu
tt0270033,Veendum Chalikkunna Chakram,1984,-,4.8,6,-,malayalam
tt5048252,The Last Halt,2015,60 min,-,-,Drama            ,tamil
tt0258988,Street Musicians of Bombay,1994,59 min,7.4,37,"Documentary, Music            ",oriya
tt6707592,Top Rangbaaz,1991,-,4.8,6,Action            ,bengali
tt6925314,Kaalahasthi,2016,-,-,-,Crime            ,telugu
tt0313743,Vadh,2002,-,6.2,128,"Mystery, Thriller            ",hindi
tt1437631,Sawaal,II 1982,-,8.0,27,-,telugu
tt3074822,Khooni Kaun,1974,-,-,-,Thriller            ,hindi
tt13276156,Mi Nahi Tyatla,2007,-,-,-,Comedy            ,marathi
tt3334734,Masala,2013,160 min,5.2,253,"Action, Comedy            ",telugu
tt5310750,Salaam E Mohabbat,1955,-,-,-,Romance            ,hindi
tt0213839,Maheman,1942,-,-,-,-,hindi
tt1582484,Chedugudu,2008,-,-,-,Action            ,telugu
tt7163322,Tomar Amar Prem,1998,133 min,-,-,Romance            ,bengali
tt4694390,Phir Bahar Ayi,1968,-,-,-,Romance            ,hindi
tt1083988,Journey Bombay to Goa: Laughter Unlimited,2007,138 min,4.6,370,"Action, Adventure, Comedy            ",hindi
tt0487040,Mr. Errababu,2005,154 min,5.8,17,"Comedy, Music, Romance            ",telugu
tt6754688,Abhimanyu,1997,-,5.9,9,Crime            ,tamil
tt1321329,Agent Gopi,1978,129 min,7.6,12,Action            ,telugu
tt1562871,Ra.One,2011,156 min,4.7,"38,544","Action, Adventure, Sci-Fi            ",hindi
tt3662972,Akbar Khan,1986,-,-,-,Action            ,punjabi
tt0243561,Sitapur Ki Geeta,1987,-,5.4,30,"Action, Crime            ",hindi
tt2023416,Bol,2012,16 min,8.8,5,"Short, Drama            ",oriya
tt12833254,Subhadram,2007,135 min,-,-,"Horror, Romance            ",malayalam
tt0411815,Run,2004,137 min,4.8,"1,274","Action, Comedy, Drama            ",hindi
tt10893170,Bhoomi,II 2021,128 min,4.2,"2,762","Action, Drama            ",tamil
tt0324390,Uthaman,2001,-,5.5,98,"Action, Comedy, Drama            ",malayalam
tt14245218,Deewar,1976,-,-,-,-,urdu
tt0247225,Brahma Ratham,1947,-,-,-,Drama            ,telugu
tt1999857,Cycle Kick,2011,86 min,6.7,99,"Drama, Sport            ",hindi
tt4799198,Sakhi Hatim,1955,-,-,-,Fantasy            ,hindi
tt0278796,Veena Meettiya Vilangukal,1990,138 min,3.6,7,-,malayalam
tt8309496,Dakini,2018,125 min,5.2,85,"Comedy, Thriller            ",malayalam
-,Eakam,,-,-,-,"Adventure, Drama, Fantasy            ",telugu
tt4694158,Piyaa,1958,-,-,-,Romance            ,hindi
tt9392384,Raja jani,1979,130 min,-,-,Musical            ,urdu
tt11468156,Kabadadaari,2021,146 min,6.2,631,"Crime, Drama, Thriller            ",tamil
tt1295063,Mantra Shakti,2006 TV Movie,-,-,-,"Drama, Horror, Thriller            ",malayalam
tt11231268,Tu Mera Ki Lagda,2019,130 min,5.6,11,Drama            ,punjabi
tt8333390,Shaatiron Ka Shaatir Girgit,2018,111 min,-,-,Action            ,hindi
tt0375865,Jago Hua Savera,1959,90 min,6.8,103,Drama            ,urdu
tt0331537,Kaneez,1949,140 min,6.2,5,"Drama, History            ",hindi
tt6567380,Pagadi Aattam,2017,129 min,5.7,84,Crime            ,tamil
tt8929248,Azhagana Naatkal,2001,145 min,5.0,15,Drama            ,tamil
tt5493498,Shajahanum Pareekuttiyum,2016,142 min,3.8,227,Comedy            ,malayalam
tt12099850,Ole Kanda Naal,2021,122 min,9.0,21,"Comedy, Drama, Romance            ",malayalam
tt0388913,Ek Hasina Do Diwane,1972,140 min,5.4,18,"Comedy, Drama, Romance            ",hindi
tt7170858,Wassup! Zindagi,2017,143 min,7.8,28,"Comedy, Drama            ",gujarati
tt8682052,Abhimaan,2016,132 min,6.1,106,Family            ,bengali
tt0057024,Ek Dil Sau Afsane,1963,146 min,6.4,51,"Comedy, Drama, Romance            ",hindi
tt5458264,Konkanastha,2013,135 min,6.4,28,"Drama, Family            ",marathi
tt8070042,Beneath a Sea of Lights,2020,92 min,5.7,288,"Crime, Drama            ",tamil
tt7317220,Natun Sansar,1992,95 min,-,-,"Action, Drama, Romance            ",bengali
tt0101283,Ajooba,1991,178 min,5.3,"1,199","Action, Adventure, Comedy            ",hindi
tt0446148,Laalchee,1996,-,6.2,8,Drama            ,hindi
tt7139184,Shotti Aai to Jibon,2000,138 min,-,-,Drama            ,bengali
tt7849538,Jyoti,1988,-,-,-,"Drama, Romance            ",bengali
tt14188408,Tabbar Pakhadiyan,2014,108 min,-,-,Comedy            ,punjabi
tt0259082,Vannakkili,1959,-,-,-,-,tamil
